number;date;year;session;plot;transect;block;cage;species;invasiveness;density;treatment;actual_treatment;failed_exc;survival_detailed;survival;viability;damage;weevil;root_lenght;shoot_lenght;notes
2012;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2013;09/07/2022;2022;s1_22;wild_far;wf1;G2;wf1G2ROcontrol;RO;invasive;2;control;control;ok;missing;missing;missing;NA;NA;NA;NA;errore nella disposizione delle densità
2014;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4SOexclusion;SO;native;4;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2015;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4SOexclusion;SO;native;4;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2016;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4SOexclusion;SO;native;4;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2017;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4SOexclusion;SO;native;4;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2018;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4ROexclusion;RO;invasive;4;exclusion;exclusion;ok;ger_root;germinated;viable;mold;NA;0,8;NA;black root
2019;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4ROexclusion;RO;invasive;4;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2020;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4ROexclusion;RO;invasive;4;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2021;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4ROexclusion;RO;invasive;4;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2022;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4SOcontrol;SO;native;4;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2023;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4SOcontrol;SO;native;4;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2024;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4SOcontrol;SO;native;4;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2025;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4SOcontrol;SO;native;4;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2026;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4ROcontrol;RO;invasive;4;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2027;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4ROcontrol;RO;invasive;4;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2028;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4ROcontrol;RO;invasive;4;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2029;09/07/2022;2022;s1_22;wild_far;wf2;A4;wf2A4ROcontrol;RO;invasive;4;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2030;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOexclusion;SO;native;7;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2031;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOexclusion;SO;native;7;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2032;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOexclusion;SO;native;7;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2033;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOexclusion;SO;native;7;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2034;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOexclusion;SO;native;7;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2035;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOexclusion;SO;native;7;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2036;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOexclusion;SO;native;7;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2037;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
2038;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2039;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2040;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2041;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2042;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2043;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;ger_root;germinated;viable;mold;NA;0,7;NA;black root
2044;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2045;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2046;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2047;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2048;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2049;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2050;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2051;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2052;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2053;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2054;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2055;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2056;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2057;09/07/2022;2022;s1_22;wild_far;wf2;B7;wf2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2058;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2059;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2060;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2061;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2062;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2063;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2064;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2065;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2066;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2067;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2068;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2069;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2070;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2071;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2072;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOexclusion;SO;native;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2073;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;ger_root;germinated;viable;insect;escaped;0,7;NA;hole + rot root
2074;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2075;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
2076;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;ger_root;germinated;viable;mold;NA;0,6;NA;black root
2077;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2078;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2079;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;ger_root;germinated;viable;mold;NA;0,7;NA;
2080;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2081;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2082;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2083;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2084;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2085;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2086;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2087;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2088;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2089;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2090;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2091;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2092;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2093;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2094;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2095;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2096;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2097;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2098;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2099;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2100;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2101;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2102;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2103;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2104;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2105;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2106;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2107;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2108;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2109;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2110;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2111;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2112;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2113;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2114;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2115;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2116;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2117;09/07/2022;2022;s1_22;wild_far;wf2;C15;wf2C15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2118;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2119;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2120;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2121;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2122;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2123;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2124;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2125;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2126;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
2127;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;no holes but cracked at bottom
2128;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2129;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
2130;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;hole
2131;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2132;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2133;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;no holes maybe dead
2134;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2135;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2136;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2137;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2138;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2139;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2140;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2141;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2142;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2143;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2144;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2145;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2146;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2147;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2148;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2149;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2150;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2151;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2152;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2153;09/07/2022;2022;s1_22;wild_far;wf2;D9;wf2D9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2154;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;big caterpillar
2155;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2156;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2157;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13SOexclusion;SO;native;13;exclusion;exclusion;ok;not_ger;not_ger;viable;insect;escaped;NA;NA;hole
2158;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;cater
2159;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2160;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13SOexclusion;SO;native;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2161;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
2162;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;boh? Maybe dead
2163;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13SOexclusion;SO;native;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2164;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13SOexclusion;SO;native;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2165;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13SOexclusion;SO;native;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2166;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13SOexclusion;SO;native;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2167;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2168;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2169;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
2170;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2171;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2172;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2173;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
2174;09/07/2022;2022;s1_22;wild_far;wf2;E13;wf2E13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;hole
